split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_max_samples,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params
-8.2,-12.921428571428573,-12.535714285714288,-19.107142857142858,-12.87142857142857,-18.35357142857143,-18.335714285714285,-9.446428571428571,-12.946153846153846,-11.850000000000001,-13.675,3.590475105985517,1,0.03474020957946777,0.007163753567280955,0.01058056354522705,0.005562682099646328,1495,auto,5121,0.1,0.8158840689158516,1e-07,1e-07,0.3511450174790435,10,"{'max_depth': 1495, 'max_features': 'auto', 'max_leaf_nodes': 5121, 'max_samples': 0.1, 'min_impurity_decrease': 0.8158840689158516, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.3511450174790435, 'n_estimators': 10}"
-9.422464644936852,-13.884935339937986,-12.280596939675817,-18.256176107287807,-12.567313267286798,-18.507644508306235,-13.76960598956364,-9.019782449771863,-12.922581477107682,-11.43061041658183,-13.221092493280446,3.0299318960861705,1,13.369793152809143,1.737458149791971,0.7713379859924316,0.044930297614623554,3396,auto,3797,0.23825171355782096,0.6178131577848431,0.03908825641482528,0.002463586024943335,0.25572566388568946,5667,"{'max_depth': 3396, 'max_features': 'auto', 'max_leaf_nodes': 3797, 'max_samples': 0.23825171355782096, 'min_impurity_decrease': 0.6178131577848431, 'min_samples_leaf': 0.03908825641482528, 'min_samples_split': 0.002463586024943335, 'min_weight_fraction_leaf': 0.25572566388568946, 'n_estimators': 5667}"
-8.682027390808718,-12.403241085142708,-13.491709972116817,-20.17764421919069,-12.071428571428575,-18.758901477647964,-15.56843688286388,-8.714285714285714,-14.145016411678085,-12.461696958868503,-13.652425566709395,3.5900513165185144,1,61.76076612472534,8.895434439595766,3.696209025382996,0.21165990166763474,2691,log2,8756,0.49221054910958983,0.6233149473042453,0.32605969511420213,0.469929753883755,0.2073354979678561,26693,"{'max_depth': 2691, 'max_features': 'log2', 'max_leaf_nodes': 8756, 'max_samples': 0.49221054910958983, 'min_impurity_decrease': 0.6233149473042453, 'min_samples_leaf': 0.32605969511420213, 'min_samples_split': 0.469929753883755, 'min_weight_fraction_leaf': 0.2073354979678561, 'n_estimators': 26693}"
-8.68390410958904,-12.413710861056748,-13.528073018591,-20.199571917808218,-12.07142857142857,-18.728161692759297,-15.545370596868882,-8.714285714285714,-14.184524005532138,-12.45657188487882,-13.657372009628746,3.5883473667945434,1,108.86850562095643,15.58881710335362,6.539723682403564,0.4495288815221059,991,sqrt,6957,0.8641982761256108,0.6536059082801835,0.3332452900526594,0.9290601565836695,0.18431342013922591,46720,"{'max_depth': 991, 'max_features': 'sqrt', 'max_leaf_nodes': 6957, 'max_samples': 0.8641982761256108, 'min_impurity_decrease': 0.6536059082801835, 'min_samples_leaf': 0.3332452900526594, 'min_samples_split': 0.9290601565836695, 'min_weight_fraction_leaf': 0.18431342013922591, 'n_estimators': 46720}"
-8.680408096522887,-12.40678837146828,-13.545411542100286,-20.191445624116703,-12.07142857142857,-18.733505028207016,-15.545674340376328,-8.714285714285714,-14.178468330786213,-12.45489707741363,-13.657094292359993,3.588274089161088,1,27.965926074981688,3.91011877300964,1.6990029335021972,0.1016716826163833,8323,auto,8688,0.9616355807681789,0.6101801194330004,0.3885511062222806,0.2068655866107488,0.17287610456389993,12231,"{'max_depth': 8323, 'max_features': 'auto', 'max_leaf_nodes': 8688, 'max_samples': 0.9616355807681789, 'min_impurity_decrease': 0.6101801194330004, 'min_samples_leaf': 0.3885511062222806, 'min_samples_split': 0.2068655866107488, 'min_weight_fraction_leaf': 0.17287610456389993, 'n_estimators': 12231}"
-8.688036049316537,-12.406096951828658,-13.538391486562217,-20.21024097853366,-12.071428571428575,-18.717367997855803,-15.55828622596915,-8.714285714285714,-14.205053857961925,-12.455880423516449,-13.661232038551763,3.58942911931198,1,108.29867985248566,15.683707951090911,6.610122847557068,0.39800341361081604,6236,auto,7375,0.9999999,0.31284707059733863,0.330703091969159,1.0,0.24769834180853414,46904,"{'max_depth': 6236, 'max_features': 'auto', 'max_leaf_nodes': 7375, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.31284707059733863, 'min_samples_leaf': 0.330703091969159, 'min_samples_split': 1.0, 'min_weight_fraction_leaf': 0.24769834180853414, 'n_estimators': 46904}"
-8.69549178736458,-12.362753853919932,-13.3927794820021,-20.13994486079292,-12.071428571428571,-19.04515978720926,-15.715567118393974,-8.714285714285714,-14.106618646371295,-12.455459259414138,-13.675585284280938,3.633390601924949,1,33.41441028118133,4.678989748409712,2.0104836225509644,0.13644305671300935,1824,auto,5972,0.22114965819771132,0.5754892381806499,0.0156533000567541,0.5215643000591307,0.24772357833220435,14716,"{'max_depth': 1824, 'max_features': 'auto', 'max_leaf_nodes': 5972, 'max_samples': 0.22114965819771132, 'min_impurity_decrease': 0.5754892381806499, 'min_samples_leaf': 0.0156533000567541, 'min_samples_split': 0.5215643000591307, 'min_weight_fraction_leaf': 0.24772357833220435, 'n_estimators': 14716}"
-8.482101562131296,-13.046612235908567,-12.423682885774065,-19.44655245646326,-12.166131797945477,-18.630700678024763,-14.963703651265591,-8.640698003681155,-13.573848186831338,-12.050523917223618,-13.350140602532122,3.452547198224361,1,22.12858600616455,3.3427000773719038,1.2814566373825074,0.08392517294588943,9589,log2,9391,0.6803602073069359,0.6140936922348386,0.036105548948412086,0.3671336469854846,0.15446091985805033,9081,"{'max_depth': 9589, 'max_features': 'log2', 'max_leaf_nodes': 9391, 'max_samples': 0.6803602073069359, 'min_impurity_decrease': 0.6140936922348386, 'min_samples_leaf': 0.036105548948412086, 'min_samples_split': 0.3671336469854846, 'min_weight_fraction_leaf': 0.15446091985805033, 'n_estimators': 9081}"
-9.648360623043018,-13.829072016912306,-12.422866516423685,-18.63767276280888,-12.588284039009991,-18.764801260445545,-14.407674358309569,-9.125003490157756,-12.985759082464373,-11.665593487902576,-13.423187495321166,3.0934164417547847,1,91.62243449687958,13.54145873658911,4.988174486160278,0.3233398042437145,1498,auto,2790,0.7544272605645116,0.6148869207410788,0.012587506225368915,0.4273640116344893,0.23330405328140452,35815,"{'max_depth': 1498, 'max_features': 'auto', 'max_leaf_nodes': 2790, 'max_samples': 0.7544272605645116, 'min_impurity_decrease': 0.6148869207410788, 'min_samples_leaf': 0.012587506225368915, 'min_samples_split': 0.4273640116344893, 'min_weight_fraction_leaf': 0.23330405328140452, 'n_estimators': 35815}"
-9.323758235090153,-13.86364424410541,-12.28809812760055,-18.269693784674068,-12.565425624133146,-18.533595917128988,-13.847369105409154,-9.021172850208043,-12.94274528566094,-11.470039441747572,-13.227136318066695,3.04779999708914,1,15.568780207633973,2.0304555674639655,0.9022902965545654,0.05019253727022065,2848,auto,4413,0.23470157683858595,0.6051039593519693,0.028209978035916596,0.07990833086236714,0.24459960021160218,6592,"{'max_depth': 2848, 'max_features': 'auto', 'max_leaf_nodes': 4413, 'max_samples': 0.23470157683858595, 'min_impurity_decrease': 0.6051039593519693, 'min_samples_leaf': 0.028209978035916596, 'min_samples_split': 0.07990833086236714, 'min_weight_fraction_leaf': 0.24459960021160218, 'n_estimators': 6592}"
-10.704932309958082,-13.913411974623314,-12.258319644273248,-18.140520561912314,-12.28430525659907,-18.286082474226806,-14.150865243004416,-9.15401608700578,-12.791816629048983,-10.96969743183066,-13.285464003723753,2.861504716510809,1,14.210514640808105,1.9452748388853773,0.7207164764404297,0.05607620230803221,5219,auto,6831,0.8264072092034074,0.6185110086176638,0.013654107863122983,0.09084178516291339,0.10275413799350509,5044,"{'max_depth': 5219, 'max_features': 'auto', 'max_leaf_nodes': 6831, 'max_samples': 0.8264072092034074, 'min_impurity_decrease': 0.6185110086176638, 'min_samples_leaf': 0.013654107863122983, 'min_samples_split': 0.09084178516291339, 'min_weight_fraction_leaf': 0.10275413799350509, 'n_estimators': 5044}"
-8.643771219639591,-12.581527814050665,-12.704648733350743,-19.470639853747713,-12.112269522068427,-19.292475842256465,-15.682985113606687,-8.702979890310784,-13.668395443678806,-12.269495148361695,-13.52080253292001,3.5666285059206313,1,31.263379049301147,4.388706293654394,1.8860787630081177,0.12867120592707018,7921,auto,4255,0.1,0.6116483786154104,0.04324407770305614,0.048876188794441416,0.25486012046372997,13675,"{'max_depth': 7921, 'max_features': 'auto', 'max_leaf_nodes': 4255, 'max_samples': 0.1, 'min_impurity_decrease': 0.6116483786154104, 'min_samples_leaf': 0.04324407770305614, 'min_samples_split': 0.048876188794441416, 'min_weight_fraction_leaf': 0.25486012046372997, 'n_estimators': 13675}"
-8.49807809741469,-13.050587680475951,-12.518226710440397,-19.602524395995065,-12.170208922827639,-18.65655381629544,-15.104864234927087,-8.6814244298532,-13.66109472464221,-12.096214074566028,-13.411591090035648,3.479730262479442,1,115.93701004981995,16.67494992126532,6.607271981239319,0.4050668555797085,2043,sqrt,7295,0.9108435891013645,0.6402555629018349,1e-07,0.10472387190142032,0.1729456829424079,47256,"{'max_depth': 2043, 'max_features': 'sqrt', 'max_leaf_nodes': 7295, 'max_samples': 0.9108435891013645, 'min_impurity_decrease': 0.6402555629018349, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.10472387190142032, 'min_weight_fraction_leaf': 0.1729456829424079, 'n_estimators': 47256}"
-10.336855305533373,-13.968931220410997,-12.303758684225636,-18.343117604380346,-12.368770976548024,-18.504175735842953,-14.022371504778606,-9.1597075419009,-12.815657523812735,-11.148423117676654,-13.316236872246765,2.9499960308861413,1,73.1055700302124,10.312059566859425,3.845764183998108,0.28770632505118593,3122,auto,3394,0.6855675733580355,0.6155621135268363,0.031175660225689277,0.08582014779327064,0.1455228221197822,27369,"{'max_depth': 3122, 'max_features': 'auto', 'max_leaf_nodes': 3394, 'max_samples': 0.6855675733580355, 'min_impurity_decrease': 0.6155621135268363, 'min_samples_leaf': 0.031175660225689277, 'min_samples_split': 0.08582014779327064, 'min_weight_fraction_leaf': 0.1455228221197822, 'n_estimators': 27369}"
-8.719302824662142,-12.312162867583087,-13.28841134504959,-20.05933530537672,-12.071428571428571,-19.074386636506006,-15.887245519401423,-8.714285714285714,-14.076860614010432,-12.442206190074645,-13.670432546617475,3.6331758420225024,1,5.601320791244507,0.7631262899398584,0.37010352611541747,0.03544488193265892,3197,auto,9031,0.13483634476055575,0.6114145351586466,0.032123167854624136,0.31648715888179474,0.04262381231064297,2463,"{'max_depth': 3197, 'max_features': 'auto', 'max_leaf_nodes': 9031, 'max_samples': 0.13483634476055575, 'min_impurity_decrease': 0.6114145351586466, 'min_samples_leaf': 0.032123167854624136, 'min_samples_split': 0.31648715888179474, 'min_weight_fraction_leaf': 0.04262381231064297, 'n_estimators': 2463}"
-9.314143546441496,-13.87661123556781,-12.304516342121891,-18.237641449824803,-12.580060600838648,-18.547237061290136,-13.906999253259809,-9.020117467976336,-12.944857876341594,-11.498546286845444,-13.237585735680613,3.045415614881541,1,59.55307378768921,8.063321301900489,3.4488727331161497,0.22114073021821262,7949,auto,6770,0.2507033911244891,0.4347073457204459,0.048082352151735445,0.07723713939476418,0.2667485547715246,24870,"{'max_depth': 7949, 'max_features': 'auto', 'max_leaf_nodes': 6770, 'max_samples': 0.2507033911244891, 'min_impurity_decrease': 0.4347073457204459, 'min_samples_leaf': 0.048082352151735445, 'min_samples_split': 0.07723713939476418, 'min_weight_fraction_leaf': 0.2667485547715246, 'n_estimators': 24870}"
-8.516004538705069,-13.002132771131595,-12.43981312862466,-19.31732762726585,-12.17265290112907,-18.742659625136582,-14.979845487910795,-8.658147255764437,-13.48635479053208,-12.062376484076818,-13.345896183110643,3.4396155010450187,1,23.705125212669373,3.211071849611442,1.4129505395889281,0.08754519044938508,6930,log2,5624,0.2503296914443667,0.8537442130597281,1e-07,0.061350166536683105,0.2497118400880946,10198,"{'max_depth': 6930, 'max_features': 'log2', 'max_leaf_nodes': 5624, 'max_samples': 0.2503296914443667, 'min_impurity_decrease': 0.8537442130597281, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.061350166536683105, 'min_weight_fraction_leaf': 0.2497118400880946, 'n_estimators': 10198}"
-8.880630180667199,-13.748863974678386,-12.335719965840894,-18.42630721258559,-12.482506189379336,-18.540543372663315,-14.227331398172955,-8.845918731098887,-12.941700205026958,-11.671125792053731,-13.223161103719283,3.157860873300028,1,85.50305573940277,11.660514553769401,5.130036878585815,0.318791624756849,2,auto,3456,0.23616853564864593,0.5579540100103197,0.06620761532372799,0.07578085990982213,0.26084323076008675,36468,"{'max_depth': 2, 'max_features': 'auto', 'max_leaf_nodes': 3456, 'max_samples': 0.23616853564864593, 'min_impurity_decrease': 0.5579540100103197, 'min_samples_leaf': 0.06620761532372799, 'min_samples_split': 0.07578085990982213, 'min_weight_fraction_leaf': 0.26084323076008675, 'n_estimators': 36468}"
-10.76895974178583,-13.201680223419354,-12.31927678666809,-17.655077296381645,-12.429513788209439,-17.57971141666794,-12.106137546354935,-9.364078929296321,-12.42551954508476,-10.200742852916765,-12.82669211142746,2.660205830872331,1,51.11637368202209,6.469455493668842,2.643069934844971,0.18918924813436191,679,log2,2227,0.7385840231412855,0.006659754102663344,1e-07,0.08653320240145829,0.012824880838797213,18722,"{'max_depth': 679, 'max_features': 'log2', 'max_leaf_nodes': 2227, 'max_samples': 0.7385840231412855, 'min_impurity_decrease': 0.006659754102663344, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.08653320240145829, 'min_weight_fraction_leaf': 0.012824880838797213, 'n_estimators': 18722}"
-10.787019104516805,-13.163405987394958,-12.87915361457083,-17.721482733718492,-12.382944974864944,-17.819820115546218,-11.216570612620046,-9.699262126725687,-12.101682439802845,-9.340625252504848,-12.74003789695226,2.8028175931941894,1,92.93506174087524,9.746701529754965,4.28097140789032,0.33145099987552296,6515,log2,41,0.6802014688301289,0.0,1e-07,1e-07,0.0,30464,"{'max_depth': 6515, 'max_features': 'log2', 'max_leaf_nodes': 41, 'max_samples': 0.6802014688301289, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 30464}"
-10.717137633729065,-13.142022041516466,-13.014777102101618,-17.63901374209233,-12.446044070135617,-17.93644524121209,-11.154388957316325,-9.726110942729461,-12.034305129709818,-9.259879717628106,-12.736866371355468,2.826057380932371,1,69.74684782028199,5.618927310280827,3.1276551246643067,0.18909560561534725,9998,log2,10000,0.6531742810256431,0.0,1e-07,1e-07,0.0,22153,"{'max_depth': 9998, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.6531742810256431, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 22153}"
-12.242857142857142,-15.225000000000003,-13.185714285714287,-18.16428571428571,-13.217857142857142,-17.421428571428574,-10.528571428571428,-11.007142857142858,-13.61923076923077,-9.626923076923076,-13.45,2.680589710502211,1,0.05517001152038574,0.011525939347660127,0.011057329177856446,0.008263964557623163,7467,auto,8139,0.6621692119495721,0.0640268841353856,1e-07,1e-07,0.0,10,"{'max_depth': 7467, 'max_features': 'auto', 'max_leaf_nodes': 8139, 'max_samples': 0.6621692119495721, 'min_impurity_decrease': 0.0640268841353856, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 10}"
-8.424545852484131,-12.965653628490134,-12.610527467717219,-19.579722039833662,-12.126942438170277,-18.52262920926742,-15.142966575993498,-8.717193509051684,-13.72292371668603,-12.100400693637726,-13.39830251759653,3.4635752164808005,1,10.882880377769471,1.4766489536806713,0.6415482282638549,0.04025779325078235,5163,log2,10000,0.6567864526653254,0.9333416290035567,1e-07,1e-07,0.0,4569,"{'max_depth': 5163, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.6567864526653254, 'min_impurity_decrease': 0.9333416290035567, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 4569}"
-10.709981386691483,-13.18843269449284,-12.229698507688811,-17.64433971452379,-12.442599045526851,-17.71354442845239,-12.19269644074583,-9.384086162303722,-12.291131790715154,-10.02019660515229,-12.805235988929251,2.703320112068123,1,36.78701384067536,4.430072778687294,1.8809218883514405,0.14903066094398085,5741,log2,6734,0.6634768582980732,0.0,1e-07,1e-07,0.03344364578574227,13201,"{'max_depth': 5741, 'max_features': 'log2', 'max_leaf_nodes': 6734, 'max_samples': 0.6634768582980732, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.03344364578574227, 'n_estimators': 13201}"
-8.65306,-12.543711428571429,-13.33601857142857,-20.01681,-12.084432857142856,-18.69069214285714,-15.446066428571429,-8.713457142857141,-13.995393846153847,-12.398887692307692,-13.593515507246376,3.5441537830908434,1,117.38243792057037,16.741526455889115,7.060320615768433,0.47441864589247584,10000,log2,10000,0.6635358758701588,0.0,0.23164540424031252,1e-07,0.0,50000,"{'max_depth': 10000, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.6635358758701588, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.23164540424031252, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50000}"
-8.785832198368832,-13.337925744174584,-12.284500712775372,-18.799405402254383,-12.33977525053127,-18.466363096783766,-14.207890608853251,-8.660102862230326,-13.11160651864365,-11.744723077493786,-13.184619036328924,3.2445619255240215,1,66.8158695936203,8.842313983839407,3.7845311164855957,0.28725671413751086,8595,log2,10000,0.6582714365532455,0.0,1e-07,0.010675558775012384,0.18936009022856884,26957,"{'max_depth': 8595, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.6582714365532455, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.010675558775012384, 'min_weight_fraction_leaf': 0.18936009022856884, 'n_estimators': 26957}"
-10.913637160385628,-12.988729184925505,-12.528825591586326,-17.56858019281332,-12.419342681858023,-17.925319894829098,-11.54344434706398,-9.617581069237511,-12.125587541293061,-9.657026899480886,-12.755437894549656,2.7418390813385702,1,11.3333181142807,1.3255960795393027,0.5774201869964599,0.047180098687292234,9620,log2,4341,0.6613554257465785,0.0,1e-07,0.05486895846106546,0.0,4075,"{'max_depth': 9620, 'max_features': 'log2', 'max_leaf_nodes': 4341, 'max_samples': 0.6613554257465785, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.05486895846106546, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 4075}"
-10.768369666707262,-13.234928754110342,-12.584723744570292,-18.129105265294523,-12.478991596638654,-17.576523362968373,-11.48277716883855,-9.689552632647262,-12.223085666819681,-9.698023914136447,-12.813072719110748,2.7827894244508,1,10.126481819152833,1.0229242606595323,0.5113381147384644,0.04600218622073971,10000,log2,10000,0.6627319163104808,0.07169436184235613,1e-07,1e-07,0.0,3519,"{'max_depth': 10000, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.6627319163104808, 'min_impurity_decrease': 0.07169436184235613, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 3519}"
-10.89878357142857,-12.954699999999999,-12.536887857142856,-17.58001857142857,-12.403438571428575,-17.744775714285716,-11.722402857142855,-9.479028571428573,-12.276583076923078,-9.923671538461537,-12.77596963768116,2.689212557328853,1,139.38358938694,17.552185891533455,7.030608320236206,0.5408307774687916,9161,log2,2655,0.6455081927210076,0.0,1e-07,0.0678400855741324,0.0,50000,"{'max_depth': 9161, 'max_features': 'log2', 'max_leaf_nodes': 2655, 'max_samples': 0.6455081927210076, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.0678400855741324, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50000}"
