split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_loss,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,param_subsample,params
-8.931315486064346,-11.838118563725889,-12.737666897713163,-19.521039589633585,-12.07142857142857,-20.757258350380827,-17.067396512242333,-8.714285714285714,-13.161197856697303,-12.325905500597152,-13.726604922039638,3.9228257303713674,1,84.72755565643311,19.19887488537475,0.0242279052734375,0.007453911073403084,0.00035760171019257194,huber,5331,auto,8307,0.9570426533293979,0.4452829030471463,0.8328219506783676,0.3534374852168959,48338,0.684017140439595,"{'learning_rate': 0.00035760171019257194, 'loss': 'huber', 'max_depth': 5331, 'max_features': 'auto', 'max_leaf_nodes': 8307, 'min_impurity_decrease': 0.9570426533293979, 'min_samples_leaf': 0.4452829030471463, 'min_samples_split': 0.8328219506783676, 'min_weight_fraction_leaf': 0.3534374852168959, 'n_estimators': 48338, 'subsample': 0.684017140439595}"
-8.673308162502348,-12.417268763582495,-13.464266554385242,-20.147625553576457,-12.073102468781597,-18.790179550242335,-15.613496126247393,-8.714379566067795,-14.123485903815489,-12.459452510288797,-13.652818650860544,3.592102618500377,1,45.913930368423465,7.957478337309916,0.01895279884338379,0.006167830452756963,0.00016514367408371815,lad,3955,auto,6010,0.7918903843714242,0.10839397588208456,0.07558432172562882,0.23754983479767117,35045,0.3016304651550427,"{'learning_rate': 0.00016514367408371815, 'loss': 'lad', 'max_depth': 3955, 'max_features': 'auto', 'max_leaf_nodes': 6010, 'min_impurity_decrease': 0.7918903843714242, 'min_samples_leaf': 0.10839397588208456, 'min_samples_split': 0.07558432172562882, 'min_weight_fraction_leaf': 0.23754983479767117, 'n_estimators': 35045, 'subsample': 0.3016304651550427}"
-8.77152456084602,-12.383664077790899,-13.591293449010497,-20.43813618419758,-12.071428571428571,-18.75549118529642,-15.682709633679963,-8.714285714285714,-14.295524801264898,-12.436146937706154,-13.7190666657835,3.6349992319271616,1,5.659916567802429,0.8434111074914585,0.004506945610046387,0.0012127031515718543,0.0004164036069620057,lad,2026,sqrt,2592,0.774251079267819,0.33288111089515515,0.307946055325619,0.2871596836936617,4904,0.7671367906632187,"{'learning_rate': 0.0004164036069620057, 'loss': 'lad', 'max_depth': 2026, 'max_features': 'sqrt', 'max_leaf_nodes': 2592, 'min_impurity_decrease': 0.774251079267819, 'min_samples_leaf': 0.33288111089515515, 'min_samples_split': 0.307946055325619, 'min_weight_fraction_leaf': 0.2871596836936617, 'n_estimators': 4904, 'subsample': 0.7671367906632187}"
-8.722505353299164,-12.390850276604993,-13.553770095837535,-20.00803904959306,-12.071428571428571,-18.341322790213642,-15.027866140627642,-8.714285714285714,-14.161182739378344,-12.517910441525832,-13.553979443755207,3.4657982943914947,1,2.522550129890442,0.47149256626183783,0.003677511215209961,0.0003320435650061169,0.03360463253591833,lad,2197,sqrt,5272,0.5325597178842142,0.28658057178711177,0.6836111577334768,0.04304249833102126,2198,0.35081417829450623,"{'learning_rate': 0.03360463253591833, 'loss': 'lad', 'max_depth': 2197, 'max_features': 'sqrt', 'max_leaf_nodes': 5272, 'min_impurity_decrease': 0.5325597178842142, 'min_samples_leaf': 0.28658057178711177, 'min_samples_split': 0.6836111577334768, 'min_weight_fraction_leaf': 0.04304249833102126, 'n_estimators': 2198, 'subsample': 0.35081417829450623}"
-9.574749475730359,-14.24169700278859,-12.71667455394146,-18.609073167280744,-12.416003646757977,-17.890962854904622,-15.16231166342747,-9.49053242668934,-12.631763197066844,-12.132503203630325,-13.502634277466312,2.926231402041072,1,18.126354503631593,2.8758552434047413,0.006295418739318848,0.001614348373344736,0.0007274197505541658,lad,5461,auto,1461,0.22221357488728427,0.009889526200959004,0.5907744092531626,0.4519615614133875,9875,0.8213093365787497,"{'learning_rate': 0.0007274197505541658, 'loss': 'lad', 'max_depth': 5461, 'max_features': 'auto', 'max_leaf_nodes': 1461, 'min_impurity_decrease': 0.22221357488728427, 'min_samples_leaf': 0.009889526200959004, 'min_samples_split': 0.5907744092531626, 'min_weight_fraction_leaf': 0.4519615614133875, 'n_estimators': 9875, 'subsample': 0.8213093365787497}"
-8.927128330313987,-11.86563039813497,-12.754424516382922,-19.55945146766081,-12.071428571428573,-20.598365410612477,-16.987458462452377,-8.714285714285714,-13.21105426259892,-12.336445925233022,-13.716028424924788,3.8908290113287616,1,36.00829255580902,6.199778808479317,0.013788557052612305,0.0036040123076778096,0.0001319749605079225,huber,7014,log2,9746,0.4516540746666111,0.15487416180153615,0.5147061693165574,0.07070359519582699,23177,0.4537383553830896,"{'learning_rate': 0.0001319749605079225, 'loss': 'huber', 'max_depth': 7014, 'max_features': 'log2', 'max_leaf_nodes': 9746, 'min_impurity_decrease': 0.4516540746666111, 'min_samples_leaf': 0.15487416180153615, 'min_samples_split': 0.5147061693165574, 'min_weight_fraction_leaf': 0.07070359519582699, 'n_estimators': 23177, 'subsample': 0.4537383553830896}"
-12.330771752863702,-15.244385242835085,-14.320029460113997,-18.56525383213096,-13.292428932861172,-18.36352105521208,-10.913230364663415,-9.708130395611164,-11.006036231666663,-10.680504942053574,-13.48009818671337,2.999068406843048,1,13.391477704048157,2.8781146713310473,0.0110504150390625,0.009945092759237472,0.04338409069164918,ls,5074,sqrt,8344,0.7901864539446918,0.05100567010903918,0.3815315118100718,0.35131396067201776,12687,0.5127339782538123,"{'learning_rate': 0.04338409069164918, 'loss': 'ls', 'max_depth': 5074, 'max_features': 'sqrt', 'max_leaf_nodes': 8344, 'min_impurity_decrease': 0.7901864539446918, 'min_samples_leaf': 0.05100567010903918, 'min_samples_split': 0.3815315118100718, 'min_weight_fraction_leaf': 0.35131396067201776, 'n_estimators': 12687, 'subsample': 0.5127339782538123}"
-8.927858562741033,-11.826842908316495,-12.684651548597174,-19.458401125789955,-12.071428571428571,-20.78022391874783,-16.99709181134466,-8.714285714285714,-13.178127061440893,-12.330260308128548,-13.71057981204292,3.913619447735973,1,45.607922196388245,12.404663270220723,0.015663337707519532,0.0070234985540891795,0.0030059174013458865,huber,9111,sqrt,4451,0.7148132675109906,0.08224845258644825,0.4306755813217706,0.4024819226588844,23191,0.40055817495104595,"{'learning_rate': 0.0030059174013458865, 'loss': 'huber', 'max_depth': 9111, 'max_features': 'sqrt', 'max_leaf_nodes': 4451, 'min_impurity_decrease': 0.7148132675109906, 'min_samples_leaf': 0.08224845258644825, 'min_samples_split': 0.4306755813217706, 'min_weight_fraction_leaf': 0.4024819226588844, 'n_estimators': 23191, 'subsample': 0.40055817495104595}"
-8.850390196845664,-12.305587433816461,-13.564825947515695,-20.55684023856034,-12.071428571428573,-18.78571428571441,-15.71428571428582,-8.714285714285714,-14.189020766350989,-12.421161449961053,-13.723328856857927,3.6547578095494817,1,17.59686224460602,2.9324784260498515,0.014108228683471679,0.00425554221306882,0.02755801291997022,ls,2133,auto,5992,0.3448177590538966,0.3857350512047136,0.9455077906358443,0.22806611227360496,24702,0.9506479492534275,"{'learning_rate': 0.02755801291997022, 'loss': 'ls', 'max_depth': 2133, 'max_features': 'auto', 'max_leaf_nodes': 5992, 'min_impurity_decrease': 0.3448177590538966, 'min_samples_leaf': 0.3857350512047136, 'min_samples_split': 0.9455077906358443, 'min_weight_fraction_leaf': 0.22806611227360496, 'n_estimators': 24702, 'subsample': 0.9506479492534275}"
-9.143991101265987,-11.688987282916141,-12.46646347057504,-19.068809649046568,-12.135873932084012,-21.422623703184232,-17.586989403302812,-8.849006159991436,-12.856550640207224,-12.282980290382993,-13.76733570964348,4.008101233297379,1,0.2000603437423706,0.0628917068848869,0.002267622947692871,0.000636775091966605,0.0005319157194992668,ls,9616,auto,8264,0.913117584328089,0.10730377042754247,0.9708482920899553,0.11784188016605093,215,0.7574530353100832,"{'learning_rate': 0.0005319157194992668, 'loss': 'ls', 'max_depth': 9616, 'max_features': 'auto', 'max_leaf_nodes': 8264, 'min_impurity_decrease': 0.913117584328089, 'min_samples_leaf': 0.10730377042754247, 'min_samples_split': 0.9708482920899553, 'min_weight_fraction_leaf': 0.11784188016605093, 'n_estimators': 215, 'subsample': 0.7574530353100832}"
