split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_loss,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,param_subsample,params
-8.852305806095302,-12.101685397601809,-14.569457115709836,-20.818214091407878,-12.071428571428573,-18.892266656014026,-16.06918491558022,-8.909503944548984,-15.115893799602738,-12.524871921197093,-13.99497540107109,3.7408386837770307,1,0.014860773086547851,0.004293815756386191,0.001899385452270508,0.00034015474049459626,0.08561022913205478,lad,10000,log2,10,1.0,0.5,1e-07,0.5,10,0.1,"{'learning_rate': 0.08561022913205478, 'loss': 'lad', 'max_depth': 10000, 'max_features': 'log2', 'max_leaf_nodes': 10, 'min_impurity_decrease': 1.0, 'min_samples_leaf': 0.5, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.5, 'n_estimators': 10, 'subsample': 0.1}"
-8.970221326940363,-11.670283503258693,-12.487138786375397,-18.997573763825436,-12.144015203689921,-21.474693800685383,-17.473471074993856,-8.893958160243386,-12.762085115509585,-12.27291183289833,-13.731985065286064,4.015359608028911,1,0.011483240127563476,0.002031098045142755,0.0019386768341064452,0.0003635804409984102,0.01,ls,10000,log2,10000,1.0,0.5,1e-07,0.5,10,0.10000000000000006,"{'learning_rate': 0.01, 'loss': 'ls', 'max_depth': 10000, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'min_impurity_decrease': 1.0, 'min_samples_leaf': 0.5, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.5, 'n_estimators': 10, 'subsample': 0.10000000000000006}"
-11.172080890139666,-15.293868778612715,-12.718586868654748,-17.924504570986578,-12.069041964680256,-14.862652442299133,-12.182982187324408,-10.643078873257165,-12.789885696053195,-8.331231100536312,-12.831229495790064,2.537965102996546,1,42.84667842388153,6.7238820040748895,0.02021312713623047,0.006185159725716093,0.045162018053535286,ls,4922,log2,4354,0.07287319133262393,0.00968270201324616,0.7127864065054947,0.037448711590425544,47679,1.0,"{'learning_rate': 0.045162018053535286, 'loss': 'ls', 'max_depth': 4922, 'max_features': 'log2', 'max_leaf_nodes': 4354, 'min_impurity_decrease': 0.07287319133262393, 'min_samples_leaf': 0.00968270201324616, 'min_samples_split': 0.7127864065054947, 'min_weight_fraction_leaf': 0.037448711590425544, 'n_estimators': 47679, 'subsample': 1.0}"
-10.865441497440875,-13.628458530092725,-12.662912843224547,-16.321088845595114,-11.720147924117551,-12.202793011839677,-12.16919881342223,-10.175456031638978,-14.072938809652412,-7.388647975210686,-12.140852124394376,2.2537360927862724,1,35.757841849327086,5.810121501794514,0.01786198616027832,0.005639908267892248,0.02594867380151858,ls,4944,log2,6144,0.17328851551951516,0.05515572914099252,0.5733663044962732,0.09206761738994859,37266,0.8330688008315501,"{'learning_rate': 0.02594867380151858, 'loss': 'ls', 'max_depth': 4944, 'max_features': 'log2', 'max_leaf_nodes': 6144, 'min_impurity_decrease': 0.17328851551951516, 'min_samples_leaf': 0.05515572914099252, 'min_samples_split': 0.5733663044962732, 'min_weight_fraction_leaf': 0.09206761738994859, 'n_estimators': 37266, 'subsample': 0.8330688008315501}"
-8.91356398953173,-11.981032412586298,-12.95246605373516,-19.73826587364682,-12.071428571428573,-20.185254312732535,-16.707964581269476,-8.714285714285714,-13.614376220094261,-12.339578051051648,-13.732616425028443,3.8117017426337747,1,0.010408449172973632,0.0014867294461334626,0.0019763708114624023,0.0003925305884382507,0.07215785700288332,ls,6074,log2,10,1.0,0.4385671638344669,1e-07,0.4393973103592819,10,0.8523427243334437,"{'learning_rate': 0.07215785700288332, 'loss': 'ls', 'max_depth': 6074, 'max_features': 'log2', 'max_leaf_nodes': 10, 'min_impurity_decrease': 1.0, 'min_samples_leaf': 0.4385671638344669, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.4393973103592819, 'n_estimators': 10, 'subsample': 0.8523427243334437}"
-11.253664701630399,-13.57790351788643,-13.264626577231033,-15.890362570015407,-12.091154514483836,-11.793921866674014,-11.91297902416681,-10.487939121732607,-13.591297845935753,-8.222433040869467,-12.227494406101128,1.9431160081437138,1,34.10557780265808,5.557398841334832,0.015975093841552733,0.004639307507143824,0.023422121860286835,ls,4932,log2,6516,0.18501273370749657,0.06019012114699451,0.5559678314533074,0.09949915935950704,35961,0.8087287098842035,"{'learning_rate': 0.023422121860286835, 'loss': 'ls', 'max_depth': 4932, 'max_features': 'log2', 'max_leaf_nodes': 6516, 'min_impurity_decrease': 0.18501273370749657, 'min_samples_leaf': 0.06019012114699451, 'min_samples_split': 0.5559678314533074, 'min_weight_fraction_leaf': 0.09949915935950704, 'n_estimators': 35961, 'subsample': 0.8087287098842035}"
-9.053696987283377,-12.585175444486712,-13.50334321289185,-19.045968182372825,-12.482782119814958,-18.45140330853189,-15.403117268699045,-8.973461990391241,-14.328314530318371,-12.391178585331751,-13.625642679029408,3.2270366357089237,1,5.721884560585022,1.0626880398120624,0.006287670135498047,0.0017647790032638817,0.1,ls,7801,log2,7754,0.9476871867172887,0.5,0.5695359136161395,0.0,9094,0.10226333904842413,"{'learning_rate': 0.1, 'loss': 'ls', 'max_depth': 7801, 'max_features': 'log2', 'max_leaf_nodes': 7754, 'min_impurity_decrease': 0.9476871867172887, 'min_samples_leaf': 0.5, 'min_samples_split': 0.5695359136161395, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 9094, 'subsample': 0.10226333904842413}"
-10.855316000878473,-13.730541499672574,-12.734600401299815,-16.37157469205304,-11.759154412127916,-11.99794037399518,-11.969305907304147,-10.638951239414478,-13.962705597369593,-8.035592993948574,-12.223052645373732,2.1018672144873918,1,36.76045982837677,6.001025548546109,0.016962265968322753,0.005497351873264962,0.027530366236153892,ls,4952,log2,5923,0.16637674351770979,0.0524404876195406,0.5836181343316843,0.08778484274485107,37991,0.8470691053989075,"{'learning_rate': 0.027530366236153892, 'loss': 'ls', 'max_depth': 4952, 'max_features': 'log2', 'max_leaf_nodes': 5923, 'min_impurity_decrease': 0.16637674351770979, 'min_samples_leaf': 0.0524404876195406, 'min_samples_split': 0.5836181343316843, 'min_weight_fraction_leaf': 0.08778484274485107, 'n_estimators': 37991, 'subsample': 0.8470691053989075}"
-8.6899913061197,-12.341828934648959,-13.475598854073159,-20.27784439518971,-12.071428571428573,-18.745764150787238,-15.714905766623998,-8.714285714285714,-14.474851209279965,-12.483073898691178,-13.702145609476982,3.6207430288443785,1,36.052677512168884,6.3577372858590655,0.01817319393157959,0.004600941790329947,0.010892081581402402,lad,2383,log2,10,0.7819344410829087,0.03489793239294191,0.9495438213974514,0.5,36973,0.6587689215766278,"{'learning_rate': 0.010892081581402402, 'loss': 'lad', 'max_depth': 2383, 'max_features': 'log2', 'max_leaf_nodes': 10, 'min_impurity_decrease': 0.7819344410829087, 'min_samples_leaf': 0.03489793239294191, 'min_samples_split': 0.9495438213974514, 'min_weight_fraction_leaf': 0.5, 'n_estimators': 36973, 'subsample': 0.6587689215766278}"
-11.326750545155031,-13.085616647867324,-12.178146022695582,-17.275156451360285,-12.394181433144583,-13.053556241641001,-12.210557989110162,-10.748945806945756,-13.46907907511866,-8.017363771631313,-12.399597919845116,2.1957441726248823,1,29.094296240806578,4.658217949828394,0.014709210395812989,0.004814267596794658,0.022914296847582102,ls,5068,log2,6528,0.2224271191085841,0.08214672233174693,0.5031315329039077,0.11137871430912821,31967,0.7573112810389175,"{'learning_rate': 0.022914296847582102, 'loss': 'ls', 'max_depth': 5068, 'max_features': 'log2', 'max_leaf_nodes': 6528, 'min_impurity_decrease': 0.2224271191085841, 'min_samples_leaf': 0.08214672233174693, 'min_samples_split': 0.5031315329039077, 'min_weight_fraction_leaf': 0.11137871430912821, 'n_estimators': 31967, 'subsample': 0.7573112810389175}"
-8.679526991653049,-12.549037495766328,-13.72890238074461,-20.293631048847242,-12.173978775935213,-18.67986820326616,-15.529756527814332,-8.714285714285714,-14.292666372626611,-12.424673248229992,-13.711675615996471,3.591908571666926,1,31.83555862903595,5.675329999479554,0.024351334571838378,0.007126175050156149,0.04358811011754585,ls,6709,auto,8172,0.3193063828642659,0.49297931099603365,0.5614080512742423,0.25087259788921795,50000,0.6516390567332225,"{'learning_rate': 0.04358811011754585, 'loss': 'ls', 'max_depth': 6709, 'max_features': 'auto', 'max_leaf_nodes': 8172, 'min_impurity_decrease': 0.3193063828642659, 'min_samples_leaf': 0.49297931099603365, 'min_samples_split': 0.5614080512742423, 'min_weight_fraction_leaf': 0.25087259788921795, 'n_estimators': 50000, 'subsample': 0.6516390567332225}"
-8.66976476983739,-12.369140883230273,-13.334535966301738,-20.213929761966742,-12.071428571428571,-18.562463612633376,-15.757501116415483,-8.790312336932203,-14.405188800628435,-12.456752875622122,-13.66646608734564,3.577537980697014,1,13.601455926895142,2.456637399917896,0.011362338066101074,0.0032398466074746064,0.030805123870857053,ls,9376,log2,5285,0.16657912639310032,0.45967271086498307,0.36911706911598424,0.1840399787311205,21390,0.3861108021863181,"{'learning_rate': 0.030805123870857053, 'loss': 'ls', 'max_depth': 9376, 'max_features': 'log2', 'max_leaf_nodes': 5285, 'min_impurity_decrease': 0.16657912639310032, 'min_samples_leaf': 0.45967271086498307, 'min_samples_split': 0.36911706911598424, 'min_weight_fraction_leaf': 0.1840399787311205, 'n_estimators': 21390, 'subsample': 0.3861108021863181}"
-8.868728502435332,-12.06096464799776,-12.831488416411114,-19.52593326135119,-12.071428571428568,-20.742251391210687,-16.651873660235825,-8.714285714285714,-12.827783676318457,-12.125478188598125,-13.658911322890596,3.894853415556854,1,0.011412477493286133,0.0016890452061547507,0.001975607872009277,0.0004256249255405297,0.06937046066625159,ls,4523,sqrt,10000,1.0,0.058254912903519716,0.21214015094225502,0.5,10,0.3700464430082073,"{'learning_rate': 0.06937046066625159, 'loss': 'ls', 'max_depth': 4523, 'max_features': 'sqrt', 'max_leaf_nodes': 10000, 'min_impurity_decrease': 1.0, 'min_samples_leaf': 0.058254912903519716, 'min_samples_split': 0.21214015094225502, 'min_weight_fraction_leaf': 0.5, 'n_estimators': 10, 'subsample': 0.3700464430082073}"
-11.381141388064231,-13.738174554535439,-13.308830790201458,-16.708452190488376,-12.23496585207764,-12.739063643967487,-11.234255292799077,-12.098974370267026,-13.623105944126113,-9.22752588650658,-12.646900195303154,1.8556713622552852,1,65.03461527824402,10.797357830686275,0.03086371421813965,0.007925785812965444,0.015521382842086847,ls,4173,log2,7538,0.0,1e-07,0.5630681878525355,0.07897473393610756,44840,1.0,"{'learning_rate': 0.015521382842086847, 'loss': 'ls', 'max_depth': 4173, 'max_features': 'log2', 'max_leaf_nodes': 7538, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.5630681878525355, 'min_weight_fraction_leaf': 0.07897473393610756, 'n_estimators': 44840, 'subsample': 1.0}"
-8.704892371127272,-12.393541188941985,-13.37670539622435,-20.225521788458845,-12.07732384330329,-18.830280347023347,-15.16397737203647,-8.714285714285714,-13.95491131326248,-12.46847882898867,-13.596488870644077,3.5846482093751426,1,32.40351321697235,6.029710727827118,0.02240602970123291,0.006322568736420729,0.023736262598215496,ls,323,sqrt,9337,0.884472184326562,0.3249067526196275,0.0500829879166531,0.38926787940375635,50000,0.31167694744372054,"{'learning_rate': 0.023736262598215496, 'loss': 'ls', 'max_depth': 323, 'max_features': 'sqrt', 'max_leaf_nodes': 9337, 'min_impurity_decrease': 0.884472184326562, 'min_samples_leaf': 0.3249067526196275, 'min_samples_split': 0.0500829879166531, 'min_weight_fraction_leaf': 0.38926787940375635, 'n_estimators': 50000, 'subsample': 0.31167694744372054}"
-12.132032726892735,-13.734245387226796,-13.450360792568455,-16.239262889632077,-12.25932278396046,-13.890244448963577,-11.90194627397811,-10.429832003241971,-12.349380928141446,-8.55561429852903,-12.523814494472571,1.9541205451740857,1,10.087950301170348,1.5428105835768742,0.005054211616516114,0.0014436212418753418,0.01,lad,1281,log2,6935,0.10219243102130426,1e-07,1e-07,0.09989524013132968,6801,0.8541028867666735,"{'learning_rate': 0.01, 'loss': 'lad', 'max_depth': 1281, 'max_features': 'log2', 'max_leaf_nodes': 6935, 'min_impurity_decrease': 0.10219243102130426, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.09989524013132968, 'n_estimators': 6801, 'subsample': 0.8541028867666735}"
-8.721019824871577,-12.525178551330084,-13.813834369758755,-20.696567240762587,-12.100077502833871,-18.73918697783484,-15.54940028608045,-8.714285714285714,-14.49947950276705,-12.430132352913898,-13.783468555597556,3.6786074750017037,1,24.579771971702577,4.120809870074681,0.006727838516235351,0.0019444466964418164,0.034721155000832886,lad,8478,auto,2362,0.6507919192542245,0.045569645620407453,0.729180365613445,0.11525414691834933,12893,0.780803034373109,"{'learning_rate': 0.034721155000832886, 'loss': 'lad', 'max_depth': 8478, 'max_features': 'auto', 'max_leaf_nodes': 2362, 'min_impurity_decrease': 0.6507919192542245, 'min_samples_leaf': 0.045569645620407453, 'min_samples_split': 0.729180365613445, 'min_weight_fraction_leaf': 0.11525414691834933, 'n_estimators': 12893, 'subsample': 0.780803034373109}"
-12.910971195997613,-13.219061915014356,-12.515295928741677,-16.489962141908485,-12.978327840840617,-14.966089890355095,-12.262653704956742,-10.319752803907932,-12.898371528275415,-8.304679747959307,-12.716733931124395,2.106849799814151,1,18.719961762428284,3.16259001301053,0.009362459182739258,0.00257703131469084,0.010430494160203873,lad,1347,log2,6364,0.1474360746076254,0.04460416777355829,0.17164794250756943,0.12271134644948693,13996,0.5361279004530609,"{'learning_rate': 0.010430494160203873, 'loss': 'lad', 'max_depth': 1347, 'max_features': 'log2', 'max_leaf_nodes': 6364, 'min_impurity_decrease': 0.1474360746076254, 'min_samples_leaf': 0.04460416777355829, 'min_samples_split': 0.17164794250756943, 'min_weight_fraction_leaf': 0.12271134644948693, 'n_estimators': 13996, 'subsample': 0.5361279004530609}"
-8.985109381723431,-11.85045523624348,-12.755681684535128,-19.48950606839046,-12.071428571428568,-20.76984404445091,-17.10097670298061,-8.714285714285714,-13.181297171710016,-12.324718884650505,-13.738407481081325,3.9153757455910445,1,57.55899579524994,10.742388036886599,0.02055976390838623,0.006248973631581184,0.01196172985359136,huber,6573,log2,7112,0.861435683813742,0.060136752247238384,0.9269228999388353,0.10093272460115509,38837,0.9091141677413871,"{'learning_rate': 0.01196172985359136, 'loss': 'huber', 'max_depth': 6573, 'max_features': 'log2', 'max_leaf_nodes': 7112, 'min_impurity_decrease': 0.861435683813742, 'min_samples_leaf': 0.060136752247238384, 'min_samples_split': 0.9269228999388353, 'min_weight_fraction_leaf': 0.10093272460115509, 'n_estimators': 38837, 'subsample': 0.9091141677413871}"
-11.761123312257544,-13.919826511755714,-12.773538382514573,-16.448224925146878,-13.084326371766238,-11.875160875681818,-11.76857219129558,-11.157887946360944,-13.342398972742561,-7.811298726473264,-12.420574763222579,2.0716361545630995,1,35.30219326019287,5.699168997016433,0.016077637672424316,0.005024883965191728,0.01808330416074274,ls,3569,log2,9786,0.11550733079024447,1e-07,0.47631148132472567,0.09670000511845667,35886,0.8320230977453381,"{'learning_rate': 0.01808330416074274, 'loss': 'ls', 'max_depth': 3569, 'max_features': 'log2', 'max_leaf_nodes': 9786, 'min_impurity_decrease': 0.11550733079024447, 'min_samples_leaf': 1e-07, 'min_samples_split': 0.47631148132472567, 'min_weight_fraction_leaf': 0.09670000511845667, 'n_estimators': 35886, 'subsample': 0.8320230977453381}"
-11.034486381576016,-14.138467212648724,-12.80482802756434,-16.07672609473108,-11.99135372908184,-12.923400263013045,-11.948997652361438,-10.951694839028663,-13.765518733587482,-7.75785901504078,-12.362197605306083,2.0895541723177056,1,43.087608623504636,7.61306283741304,0.012191414833068848,0.004196128551418159,0.01939917802762239,huber,9828,log2,3743,0.13180143331233538,0.0666576197316273,0.6302864496020496,0.028537622422971084,23781,0.8642837516355014,"{'learning_rate': 0.01939917802762239, 'loss': 'huber', 'max_depth': 9828, 'max_features': 'log2', 'max_leaf_nodes': 3743, 'min_impurity_decrease': 0.13180143331233538, 'min_samples_leaf': 0.0666576197316273, 'min_samples_split': 0.6302864496020496, 'min_weight_fraction_leaf': 0.028537622422971084, 'n_estimators': 23781, 'subsample': 0.8642837516355014}"
-11.278866620081407,-13.70524137034958,-12.906037576127757,-15.726706406269447,-11.98528928856183,-17.35257545400984,-12.42596246855389,-9.886753649116702,-12.465823986213236,-8.871905559624802,-12.689380751875946,2.3843190868104114,1,18.303386306762697,2.7917136529005133,0.009713959693908692,0.002962822471796563,0.027051957017309163,ls,4780,log2,3027,0.18812167901220717,0.018397074597512258,0.42328720649887824,0.09628701148670885,21207,1.0,"{'learning_rate': 0.027051957017309163, 'loss': 'ls', 'max_depth': 4780, 'max_features': 'log2', 'max_leaf_nodes': 3027, 'min_impurity_decrease': 0.18812167901220717, 'min_samples_leaf': 0.018397074597512258, 'min_samples_split': 0.42328720649887824, 'min_weight_fraction_leaf': 0.09628701148670885, 'n_estimators': 21207, 'subsample': 1.0}"
-12.481557094746853,-13.656549419555956,-12.46226588326628,-18.306336325770125,-12.922688654480021,-13.363215113142134,-12.429955826724248,-11.028207540288816,-13.345382555788829,-8.30889491360875,-12.859539631259498,2.337269730691656,1,48.47429535388947,7.93489580575723,0.021679782867431642,0.0072847347717965956,0.03257427558688908,ls,1760,log2,8874,0.1431874482204651,0.06100346360869407,0.5878216943338498,0.12889202689368148,49486,0.8700425182529923,"{'learning_rate': 0.03257427558688908, 'loss': 'ls', 'max_depth': 1760, 'max_features': 'log2', 'max_leaf_nodes': 8874, 'min_impurity_decrease': 0.1431874482204651, 'min_samples_leaf': 0.06100346360869407, 'min_samples_split': 0.5878216943338498, 'min_weight_fraction_leaf': 0.12889202689368148, 'n_estimators': 49486, 'subsample': 0.8700425182529923}"
-8.701352812399323,-12.363567461583282,-13.469111274288906,-20.190523298151767,-12.07142857142857,-19.321035623716515,-15.547161198882849,-8.714285714285714,-14.404358004021946,-12.435449960292658,-13.726203093495704,3.678894033014417,1,21.499762058258057,3.9538933122102384,0.016759872436523438,0.004931214217353185,0.03336856332406851,ls,4438,log2,6500,0.13032032141546163,0.037574886988801987,0.6205498748623358,0.04308565894336215,33677,0.35379412465613647,"{'learning_rate': 0.03336856332406851, 'loss': 'ls', 'max_depth': 4438, 'max_features': 'log2', 'max_leaf_nodes': 6500, 'min_impurity_decrease': 0.13032032141546163, 'min_samples_leaf': 0.037574886988801987, 'min_samples_split': 0.6205498748623358, 'min_weight_fraction_leaf': 0.04308565894336215, 'n_estimators': 33677, 'subsample': 0.35379412465613647}"
