split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_max_samples,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params
-11.25,-13.53125,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.548387096774194,-13.548387096774194,-11.612903225806452,-10.903225806451612,-13.739682539682539,4.244776969081237,1,44.059868693351746,7.18880190946579,17.945139908790587,5.069684772576999,mae,8220,log2,8446,0.6167450829215282,0.5228555558532023,0.34672180275527975,0.032153167597856136,0.3541850865301929,16875,"{'criterion': 'mae', 'max_depth': 8220, 'max_features': 'log2', 'max_leaf_nodes': 8446, 'max_samples': 0.6167450829215282, 'min_impurity_decrease': 0.5228555558532023, 'min_samples_leaf': 0.34672180275527975, 'min_samples_split': 0.032153167597856136, 'min_weight_fraction_leaf': 0.3541850865301929, 'n_estimators': 16875}"
-11.6875,-12.21875,-11.59375,-24.3125,-12.78125,-16.741935483870968,-11.741935483870968,-13.0,-12.580645161290322,-13.129032258064516,-13.987301587301587,3.7444730616816484,1,38.21557552814484,7.197926146398151,14.887402868270874,3.8727976028083706,mse,5803,log2,1407,0.9770956683314296,0.9501254654102714,0.12155107615938028,0.6583406157147588,0.4755928582970094,15235,"{'criterion': 'mse', 'max_depth': 5803, 'max_features': 'log2', 'max_leaf_nodes': 1407, 'max_samples': 0.9770956683314296, 'min_impurity_decrease': 0.9501254654102714, 'min_samples_leaf': 0.12155107615938028, 'min_samples_split': 0.6583406157147588, 'min_weight_fraction_leaf': 0.4755928582970094, 'n_estimators': 15235}"
-11.25,-13.15625,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.548387096774194,-13.548387096774194,-11.774193548387096,-10.903225806451612,-13.717460317460317,4.240618744836076,1,21.032564067840575,3.6957980953675422,8.245377659797668,2.262795520003366,mae,2240,auto,5121,0.4337758781183517,0.17444622162373238,0.14053347868842678,0.9585161542351969,0.25063077226582414,8390,"{'criterion': 'mae', 'max_depth': 2240, 'max_features': 'auto', 'max_leaf_nodes': 5121, 'max_samples': 0.4337758781183517, 'min_impurity_decrease': 0.17444622162373238, 'min_samples_leaf': 0.14053347868842678, 'min_samples_split': 0.9585161542351969, 'min_weight_fraction_leaf': 0.25063077226582414, 'n_estimators': 8390}"
-11.25,-13.53125,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.548387096774194,-13.548387096774194,-11.612903225806452,-10.903225806451612,-13.739682539682539,4.244776969081237,1,48.986510920524594,8.427117274180013,23.133363342285158,4.806966113539973,mae,5303,auto,4279,0.54423271913013,0.6295804586736108,0.29096774004014314,0.44370007283990737,0.06492576843561222,19343,"{'criterion': 'mae', 'max_depth': 5303, 'max_features': 'auto', 'max_leaf_nodes': 4279, 'max_samples': 0.54423271913013, 'min_impurity_decrease': 0.6295804586736108, 'min_samples_leaf': 0.29096774004014314, 'min_samples_split': 0.44370007283990737, 'min_weight_fraction_leaf': 0.06492576843561222, 'n_estimators': 19343}"
-11.25,-13.53125,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.548387096774194,-13.548387096774194,-11.612903225806452,-10.903225806451612,-13.739682539682539,4.244776969081237,1,31.27728307247162,5.137896194676321,11.790945315361023,2.9339490133013704,mae,7238,auto,3115,0.6459687413332026,0.6617551375642022,0.48374305597526707,0.7912433277702452,0.31068822587995015,11674,"{'criterion': 'mae', 'max_depth': 7238, 'max_features': 'auto', 'max_leaf_nodes': 3115, 'max_samples': 0.6459687413332026, 'min_impurity_decrease': 0.6617551375642022, 'min_samples_leaf': 0.48374305597526707, 'min_samples_split': 0.7912433277702452, 'min_weight_fraction_leaf': 0.31068822587995015, 'n_estimators': 11674}"
-11.6875,-12.21875,-11.59375,-24.3125,-12.78125,-16.741935483870968,-11.741935483870968,-13.0,-12.580645161290322,-13.129032258064516,-13.987301587301587,3.7444730616816484,1,26.204039454460144,4.812806465812325,10.586273527145385,2.954344293000853,mse,3459,sqrt,1440,0.594988029000943,0.5044029484880932,0.007153143947999928,0.5462395067535535,0.0077267343075295165,10106,"{'criterion': 'mse', 'max_depth': 3459, 'max_features': 'sqrt', 'max_leaf_nodes': 1440, 'max_samples': 0.594988029000943, 'min_impurity_decrease': 0.5044029484880932, 'min_samples_leaf': 0.007153143947999928, 'min_samples_split': 0.5462395067535535, 'min_weight_fraction_leaf': 0.0077267343075295165, 'n_estimators': 10106}"
-11.25,-13.15625,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.548387096774194,-13.548387096774194,-11.774193548387096,-10.903225806451612,-13.717460317460317,4.240618744836076,1,50.80102276802063,9.21576085763555,19.96964027881622,5.466471842321768,mae,7796,log2,3366,0.49599502447759014,0.0044741330330408955,0.28860899523253236,0.8723500029959289,0.39596505543191873,19808,"{'criterion': 'mae', 'max_depth': 7796, 'max_features': 'log2', 'max_leaf_nodes': 3366, 'max_samples': 0.49599502447759014, 'min_impurity_decrease': 0.0044741330330408955, 'min_samples_leaf': 0.28860899523253236, 'min_samples_split': 0.8723500029959289, 'min_weight_fraction_leaf': 0.39596505543191873, 'n_estimators': 19808}"
-11.25,-13.53125,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.838709677419354,-13.548387096774194,-11.612903225806452,-10.903225806451612,-13.768253968253969,4.2376333130980575,1,43.22426941394806,6.302615961419917,16.89730920791626,4.3285444478409145,mae,8135,auto,8390,0.8156907876666079,0.30371862538260724,0.40639272424158424,0.8978770178309053,0.27202060495282815,16851,"{'criterion': 'mae', 'max_depth': 8135, 'max_features': 'auto', 'max_leaf_nodes': 8390, 'max_samples': 0.8156907876666079, 'min_impurity_decrease': 0.30371862538260724, 'min_samples_leaf': 0.40639272424158424, 'min_samples_split': 0.8978770178309053, 'min_weight_fraction_leaf': 0.27202060495282815, 'n_estimators': 16851}"
-11.25,-13.15625,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.548387096774194,-13.548387096774194,-11.774193548387096,-10.903225806451612,-13.717460317460317,4.240618744836076,1,23.637854409217834,4.324615306088622,9.116584014892577,2.5701997528190486,mae,8330,sqrt,9019,0.35707597962166904,0.597449501423356,0.17571594868414184,0.4545872847820566,0.05227749668892685,9229,"{'criterion': 'mae', 'max_depth': 8330, 'max_features': 'sqrt', 'max_leaf_nodes': 9019, 'max_samples': 0.35707597962166904, 'min_impurity_decrease': 0.597449501423356, 'min_samples_leaf': 0.17571594868414184, 'min_samples_split': 0.4545872847820566, 'min_weight_fraction_leaf': 0.05227749668892685, 'n_estimators': 9229}"
-11.25,-13.53125,-13.03125,-25.8125,-10.46875,-14.516129032258064,-12.838709677419354,-13.548387096774194,-11.612903225806452,-10.903225806451612,-13.768253968253969,4.2376333130980575,1,48.635769033432005,8.925150747264434,18.605031871795653,3.942942091495572,mae,4834,sqrt,3119,0.9485491075404098,0.5579086138754152,0.03406880736083786,0.8475469680946552,0.2286669634885582,18846,"{'criterion': 'mae', 'max_depth': 4834, 'max_features': 'sqrt', 'max_leaf_nodes': 3119, 'max_samples': 0.9485491075404098, 'min_impurity_decrease': 0.5579086138754152, 'min_samples_leaf': 0.03406880736083786, 'min_samples_split': 0.8475469680946552, 'min_weight_fraction_leaf': 0.2286669634885582, 'n_estimators': 18846}"
