split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_max_samples,param_min_impurity_decrease,param_min_samples_leaf,param_min_samples_split,param_min_weight_fraction_leaf,param_n_estimators,params
-10.146289008004326,-14.213973726545062,-12.377090181623187,-18.43501935686384,-12.71495110648019,-18.414697647094727,-13.59846932547433,-9.383580344063896,-12.81412095289964,-11.460283719576323,-13.373509061509285,2.9059662654369722,1,4.796114778518676,0.8480085203328164,1.5451343297958373,0.32906285892304427,mae,2477,auto,1991,0.9604562897352924,0.0,0.1633021413912419,0.03105885462650876,0.02001096026670152,1717,"{'criterion': 'mae', 'max_depth': 2477, 'max_features': 'auto', 'max_leaf_nodes': 1991, 'max_samples': 0.9604562897352924, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.1633021413912419, 'min_samples_split': 0.03105885462650876, 'min_weight_fraction_leaf': 0.02001096026670152, 'n_estimators': 1717}"
-8.631821496146065,-13.143142700195312,-12.303250176565987,-19.25871467590332,-12.251535960606166,-18.53421429225377,-14.564320972987584,-8.654071535382952,-13.448961991530199,-11.945115309495192,-13.28186963952106,3.366552717199034,1,2.4749305486679076,0.49400928643384767,0.9507685661315918,0.17104083937837317,mae,6625,sqrt,10,0.946774701733504,0.0,0.14551208404617003,0.1507125235619377,0.0,1000,"{'criterion': 'mae', 'max_depth': 6625, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_samples': 0.946774701733504, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.14551208404617003, 'min_samples_split': 0.1507125235619377, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000}"
-8.482002530779157,-12.94163567679269,-12.71065194266183,-19.838150024414062,-12.14274787902832,-18.692623410906112,-15.353283745901924,-8.734306335449219,-13.879445296067457,-12.187271705040565,-13.502919874329498,3.5320708879400007,1,11.958590173721314,2.802793676834873,4.184899425506591,0.9480587946742384,mae,2,sqrt,10,0.9999999,0.8668703226803607,0.08566251169845945,1e-07,0.013269271148849085,4590,"{'criterion': 'mae', 'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.8668703226803607, 'min_samples_leaf': 0.08566251169845945, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.013269271148849085, 'n_estimators': 4590}"
-8.60697146824428,-12.872919355119977,-12.92933818272182,-19.727282115391322,-12.126024518694196,-18.478780473981583,-15.159960338047572,-8.717886788504464,-13.712660862849308,-12.272701263427734,-13.467231833416482,3.447723754736442,1,9.554986500740052,2.2817230794701935,3.5608901739120484,0.9364488263064137,mae,8883,log2,1426,0.9999999,0.0,0.1088733206130802,1e-07,0.3907884569924324,3957,"{'criterion': 'mae', 'max_depth': 8883, 'max_features': 'log2', 'max_leaf_nodes': 1426, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.1088733206130802, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.3907884569924324, 'n_estimators': 3957}"
-8.689198902675084,-12.424906594412667,-13.506238664899554,-20.175963265555247,-12.07296017238072,-18.692291532244003,-15.573322023664202,-8.71601322719029,-14.18997339101938,-12.454730400672325,-13.654301961263021,3.579128720204931,1,15.32857117652893,3.057761421325609,6.138953781127929,1.4286143809333378,mae,8994,sqrt,10,0.9999999,0.0,0.14294987907056178,0.07969511139439038,0.5,7299,"{'criterion': 'mae', 'max_depth': 8994, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.14294987907056178, 'min_samples_split': 0.07969511139439038, 'min_weight_fraction_leaf': 0.5, 'n_estimators': 7299}"
-8.738856724330358,-13.31759752546038,-12.295050484793526,-18.906943457467214,-12.318941116333008,-18.410975864955358,-14.268125806535993,-8.630029133387975,-13.135981926551231,-11.812620896559496,-13.193790712218354,3.2645529219602003,1,23.636978530883788,5.63042508088567,8.076090312004089,1.767580129129855,mae,5894,sqrt,6520,0.9999999,0.0,0.12416143706970235,0.0057864571443452684,0.0814687470521406,10106,"{'criterion': 'mae', 'max_depth': 5894, 'max_features': 'sqrt', 'max_leaf_nodes': 6520, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.12416143706970235, 'min_samples_split': 0.0057864571443452684, 'min_weight_fraction_leaf': 0.0814687470521406, 'n_estimators': 10106}"
-9.332539422171456,-13.460048948015485,-12.246720722743444,-18.582815987723215,-12.41581426348005,-18.244198390415736,-13.63799340384347,-8.787036350795201,-12.930487412672777,-11.403177114633413,-13.117666548576908,3.082026448653809,1,13.54051206111908,2.825303901664832,4.833619523048401,0.9811313714448532,mae,2907,log2,10000,0.9999999,0.0,0.009056156689484953,1e-07,0.13500890586023828,5294,"{'criterion': 'mae', 'max_depth': 2907, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 0.009056156689484953, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.13500890586023828, 'n_estimators': 5294}"
-9.291325432913643,-13.355600902012416,-12.168728419712611,-18.598702566964285,-12.306523186819893,-18.118088041033065,-13.738674708775111,-8.68184416634696,-12.93080843411959,-11.42178198007437,-13.074032603830531,3.088872716993472,1,29.53915512561798,6.132577362248665,11.614175391197204,3.0205083780170883,mae,2,sqrt,1914,0.9999999,0.0,1e-07,1e-07,0.09769158087937296,12507,"{'criterion': 'mae', 'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 1914, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.09769158087937296, 'n_estimators': 12507}"
-8.774971553257533,-12.891967500959124,-12.295493262154716,-17.669492994035995,-12.529558181762695,-19.82504163469587,-14.854811259678431,-8.550446374075753,-12.440985752986027,-11.128431466909555,-13.115125960198002,3.395042093621751,1,20.987011623382568,5.132942183182914,7.2063490629196165,1.5468650177423635,mse,2,sqrt,2790,0.9999999,0.0,1e-07,1e-07,0.09489334413849775,9459,"{'criterion': 'mse', 'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 2790, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.09489334413849775, 'n_estimators': 9459}"
-9.18339020865304,-13.3526063646589,-12.20919690813337,-18.607961109706334,-12.338836124965123,-18.195610863821848,-13.754972185407366,-8.654894692557198,-12.974472339336689,-11.49254402747521,-13.088665008544922,3.115553896811609,1,44.44896697998047,8.952498468923771,16.129436779022218,4.128967747152303,mae,2,sqrt,6532,0.7933992192688473,0.0,1e-07,1e-07,0.11999903164288245,18122,"{'criterion': 'mae', 'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 6532, 'max_samples': 0.7933992192688473, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.11999903164288245, 'n_estimators': 18122}"
-8.778687340872628,-13.315675462995257,-12.26923315865653,-18.904821123395646,-12.301081793648857,-18.3917966570173,-14.202823093959264,-8.646211079188756,-13.131802192101112,-11.757740314190205,-13.180497597957004,3.254588250380873,1,48.20082151889801,10.752125814583916,16.273098874092103,3.0914353692942336,mae,2,sqrt,10,0.9999999,0.0,1e-07,1e-07,0.1805268843050574,20000,"{'criterion': 'mae', 'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 10, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.1805268843050574, 'n_estimators': 20000}"
-9.45539937700544,-13.365581239972796,-12.179174423217773,-18.457036427089147,-12.30199132646833,-18.070963178362167,-13.617789949689593,-8.677664075578962,-12.922774388239933,-11.365142528827374,-13.054357390472854,3.0363180509952934,1,25.355470180511475,4.903919595505938,13.086498045921326,4.202852319633936,mae,2,sqrt,5598,0.9217690109374177,0.0,1e-07,1e-07,0.07287716115204063,10666,"{'criterion': 'mae', 'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 5598, 'max_samples': 0.9217690109374177, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.07287716115204063, 'n_estimators': 10666}"
-9.804128646850586,-13.3438903263637,-12.288030079432897,-18.525882175990514,-12.360630307878766,-18.010285786220006,-13.499437877110072,-8.70026969909668,-12.916969005878155,-11.429752056415264,-13.101182191268258,2.9848077883197597,1,50.47605602741241,10.612371574205124,19.07411801815033,5.255779263880083,mae,2,log2,10000,0.9999999,0.0,1e-07,1e-07,0.0,20000,"{'criterion': 'mae', 'max_depth': 2, 'max_features': 'log2', 'max_leaf_nodes': 10000, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 20000}"
-8.56011962890625,-13.328524453299385,-12.32191276550293,-18.395256859915598,-12.418960843767438,-19.05140713282994,-14.69091088431222,-8.622418539864677,-12.966014568622295,-11.715145404522236,-13.21962489252505,3.3318620181641623,1,21.784277772903444,5.039178327194726,8.662082266807555,2.1958102469644816,mae,194,auto,5818,0.1,0.0,1e-07,1e-07,0.4121204398504701,10182,"{'criterion': 'mae', 'max_depth': 194, 'max_features': 'auto', 'max_leaf_nodes': 5818, 'max_samples': 0.1, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.4121204398504701, 'n_estimators': 10182}"
-10.16036605834961,-13.457106181553431,-12.19463402884347,-17.965951374598912,-12.408686774117607,-17.78181484767369,-12.877511433192662,-9.041104997907366,-12.611351306621845,-10.682850764347958,-12.936558599057404,2.805271582145997,1,46.961059427261354,8.94467452925646,16.18344211578369,4.23129507094561,mae,10000,sqrt,3167,0.8895223269947238,0.0,1e-07,1e-07,0.0690993980765342,17411,"{'criterion': 'mae', 'max_depth': 10000, 'max_features': 'sqrt', 'max_leaf_nodes': 3167, 'max_samples': 0.8895223269947238, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0690993980765342, 'n_estimators': 17411}"
-10.500353676932198,-13.256856645856585,-12.236269269670759,-17.764508383614675,-12.487417766026088,-17.685039247785294,-12.463384355817523,-9.126687458583287,-12.432497758131762,-10.28028810941256,-12.844590228536855,2.740497136506284,1,5.323890304565429,0.8433175271654687,1.616771149635315,0.3508436886621499,mae,10000,sqrt,10000,0.9939482345000095,0.0,1e-07,1e-07,0.04525486917860672,2021,"{'criterion': 'mae', 'max_depth': 10000, 'max_features': 'sqrt', 'max_leaf_nodes': 10000, 'max_samples': 0.9939482345000095, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.04525486917860672, 'n_estimators': 2021}"
-10.515892573765345,-13.17710712977818,-13.019285474504743,-17.74846431187221,-12.180500302995954,-17.413249969482422,-10.801571437290736,-9.84864262172154,-11.87969237107497,-9.134884760929989,-12.60185142185377,2.7974234089496166,1,3.5973552942276,0.4580683784493188,0.7551898717880249,0.1686060899388491,mae,10000,sqrt,10000,0.9999999,0.0,1e-07,1e-07,0.0,1000,"{'criterion': 'mae', 'max_depth': 10000, 'max_features': 'sqrt', 'max_leaf_nodes': 10000, 'max_samples': 0.9999999, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1e-07, 'min_samples_split': 1e-07, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000}"
